CaseID,Age,MaritalStatus,Residence,EducationLevel,NumChild,WealthIndexCategorical,WealthIndexScore
    03270439 02,42,Married,Rural,No Education,10,Richer,-18512
    03270439 04,16,Single,Rural,Primary,0,Richer,-18512
    03270444 02,45,Married,Rural,No Education,6,Middle,-33241
    03270469 02,36,Married,Rural,Primary,6,Richer,-24575
    03280152 02,40,Married,Rural,No Education,1,Poorest,-116367
    03280177 02,20,Single,Rural,No Education,0,Poorest,-118819
    03280182 02,21,Married,Rural,No Education,2,Poorest,-103358
    03280184 02,42,Married,Rural,No Education,9,Poorest,-98787
    03280224 01,40,Married,Rural,No Education,5,Poorest,-122487
    03280224 03,18,Single,Rural,No Education,0,Poorest,-122487
    03280245 02,35,Married,Rural,No Education,2,Poorest,-116910
    03280271 01,25,Single,Rural,No Education,0,Poorest,-122346
    03280272 02,46,Married,Rural,No Education,12,Poorest,-128147
    03280272 03,18,Single,Rural,No Education,0,Poorest,-128147
    03280296 02,35,Married,Rural,No Education,4,Poorest,-136715
    03280313 02,20,Single,Rural,No Education,0,Poorest,-112616
    03280315 01,30,Other,Rural,No Education,1,Poorest,-140576
    03280345 02,17,Married,Rural,No Education,0,Poorest,-85609
    03280361 02,47,Married,Rural,No Education,8,Poorest,-119622
    03280361 03,15,Single,Rural,No Education,0,Poorest,-119622
    03280387 01,40,Married,Rural,No Education,5,Poorest,-121476
    03280415 02,40,Other,Rural,No Education,5,Poorest,-93968
    03280456 02,19,Married,Rural,No Education,1,Poorest,-116475
    03280480 01,34,Other,Rural,No Education,5,Poorest,-112286
    03290001 02,22,Married,Rural,Higher,2,Richer,-15728
    03290051 02,23,Married,Rural,No Education,4,Middle,-40644
    03290074 01,27,Married,Rural,No Education,4,Richer,-29040
    03290087 02,22,Married,Rural,No Education,1,Middle,-37366
    03290127 02,26,Married,Rural,No Education,5,Middle,-32956
    03290129 02,37,Married,Rural,No Education,3,Poorer,-53759
    03290153 02,20,Married,Rural,Primary,1,Richest,33493
    03290154 02,30,Married,Rural,No Education,6,Richer,-27325
    03290154 03,15,Single,Rural,Primary,0,Richer,-27325
    03290266 02,30,Married,Rural,No Education,6,Poorer,-59336
    03290356 02,17,Married,Rural,Primary,0,Richer,-16051
    03290370 01,35,Other,Rural,No Education,6,Richer,-31920
    03290381 02,26,Married,Rural,No Education,3,Poorer,-58522
    03290388 03,16,Single,Rural,Primary,0,Richer,-26425
    03290408 02,18,Married,Rural,No Education,0,Middle,-43890
    03290424 02,20,Married,Rural,Secondary,2,Richer,-21179
    03290426 02,41,Married,Rural,Primary,7,Richer,-10590
    03290426 03,20,Single,Rural,Primary,0,Richer,-10590
    03290426 04,17,Single,Rural,Primary,0,Richer,-10590
    03290441 02,22,Married,Rural,Higher,0,Richest,2347
    03290443 02,24,Married,Rural,Primary,2,Richest,-1373
    03290450 02,45,Married,Rural,No Education,6,Richest,22028
    03290454 02,38,Married,Rural,No Education,6,Richer,-16012
    03290473 02,26,Married,Rural,No Education,2,Richest,8817
    03300023 01,48,Other,Urban,Secondary,2,Richest,218467
    03300023 02,19,Single,Urban,Secondary,0,Richest,218467
    03300041 02,42,Married,Urban,Higher,2,Richest,266640
    03300044 03,22,Single,Urban,Secondary,0,Richest,276847
    03300056 02,38,Married,Urban,Secondary,1,Richest,269297
    03300056 03,20,Single,Urban,Higher,0,Richest,269297
    03300068 03,33,Married,Urban,Higher,2,Richest,261113
    03300092 03,30,Other,Urban,Secondary,1,Richest,255660
    03300169 02,38,Single,Urban,Secondary,0,Richest,231107
    03300187 03,17,Single,Urban,Primary,0,Richest,269714
    03300243 02,34,Single,Urban,Primary,0,Richest,249940
    03300243 05,26,Single,Urban,Higher,0,Richest,249940
    03300243 06,18,Single,Urban,Higher,0,Richest,249940
    03300310 02,35,Married,Urban,Secondary,3,Richest,280345
    03300310 03,16,Single,Urban,Secondary,0,Richest,280345
    03300311 01,43,Other,Urban,Primary,4,Richest,226021
    03300311 03,23,Single,Urban,Higher,0,Richest,226021
    03300316 02,46,Married,Urban,Higher,2,Richest,279694
    03300316 05,30,Single,Urban,Primary,0,Richest,279694
    03300321 06,15,Single,Urban,Primary,0,Richest,251180
    03300328 01,48,Other,Urban,Secondary,1,Richest,252313
    03300331 02,38,Married,Urban,Higher,2,Richest,288178
    03300351 02,28,Married,Urban,Higher,1,Richest,245826
    03300351 07,20,Single,Urban,Primary,0,Richest,245826
    03300351 08,23,Single,Urban,Primary,0,Richest,245826
    03300351 09,18,Single,Urban,Primary,0,Richest,245826
    03300357 03,25,Single,Urban,Primary,0,Richest,285025
    03300363 02,35,Married,Urban,Higher,2,Richest,258471
    03300363 05,22,Single,Urban,Primary,0,Richest,258471
    03300385 02,35,Married,Urban,Higher,2,Richest,261612
    03300385 05,19,Single,Urban,Primary,0,Richest,261612
    03300385 06,24,Single,Urban,Primary,0,Richest,261612
    03300390 02,23,Single,Urban,Higher,0,Richest,270716
    03300390 05,20,Single,Urban,No Education,0,Richest,270716
    03300424 04,22,Single,Urban,Higher,0,Richest,251702
    03300424 05,19,Single,Urban,Higher,0,Richest,251702
    03300442 02,49,Married,Urban,Secondary,0,Richest,252221
    03300450 01,27,Single,Urban,Higher,0,Richest,264485
    03300462 01,40,Single,Urban,Higher,0,Richest,269337
    03300462 02,38,Single,Urban,Higher,0,Richest,269337
    03310008 02,37,Married,Rural,Primary,8,Richer,-32825
    03310008 04,16,Single,Rural,Primary,0,Richer,-32825
    03310026 02,32,Married,Rural,No Education,6,Middle,-39459
    03310045 02,30,Single,Rural,Primary,0,Richer,-29885
    03310045 03,24,Single,Rural,Secondary,0,Richer,-29885
    03310047 02,28,Married,Rural,Primary,6,Poorest,-62022
    03310062 02,38,Married,Rural,No Education,7,Poorest,-72872
    03310076 02,45,Married,Rural,Primary,7,Richer,-27256
    03310076 06,15,Single,Rural,Primary,0,Richer,-27256
    03310092 04,30,Married,Rural,Primary,1,Richer,-22833
    03310092 05,17,Single,Rural,Primary,0,Richer,-22833
    03310103 02,35,Married,Rural,Primary,9,Richer,-21840
    03310147 02,48,Married,Rural,No Education,6,Middle,-34309
    03310147 03,15,Single,Rural,Primary,0,Middle,-34309
    03310178 02,31,Married,Rural,Secondary,4,Richer,-27281
    03310179 02,23,Married,Rural,Primary,1,Richer,-18844
    03310189 07,25,Single,Rural,Secondary,0,Richer,-25491
    03310189 09,17,Married,Rural,Primary,0,Richer,-25491
    03310200 02,30,Married,Rural,No Education,6,Poorest,-68894
    03310211 02,26,Single,Rural,Primary,0,Middle,-33875
    03310211 03,22,Single,Rural,Primary,0,Middle,-33875
    03310221 03,20,Single,Rural,Primary,0,Richer,-14736
    03310265 02,39,Married,Rural,No Education,7,Richer,-14670
    03310269 04,16,Single,Rural,Secondary,0,Richer,-22075
    03310290 02,31,Married,Rural,No Education,3,Middle,-39964
    03310299 02,27,Married,Rural,Secondary,2,Richer,-21823
    03310353 01,35,Married,Rural,Primary,5,Richer,-14709
    03310397 01,43,Married,Rural,No Education,9,Richer,-18356
    03310397 02,16,Single,Rural,Primary,0,Richer,-18356
    03310404 04,23,Single,Rural,Secondary,0,Richer,-21016
    03310404 05,19,Single,Rural,Secondary,0,Richer,-21016
    03310404 07,18,Single,Rural,Primary,0,Richer,-21016
    03310446 02,26,Married,Rural,Primary,3,Middle,-41454
    03310484 03,36,Single,Rural,No Education,0,Middle,-34046
    03310484 05,27,Single,Rural,No Education,0,Middle,-34046
    03320005 01,29,Other,Urban,No Education,0,Richest,61524
    03320005 02,33,Other,Urban,No Education,0,Richest,61524
    03320006 02,25,Married,Urban,No Education,2,Richer,-27259
    03320053 02,18,Single,Urban,No Education,0,Richest,63403
    03320112 01,45,Other,Urban,No Education,0,Richest,69799
    03320120 02,30,Married,Urban,No Education,4,Richest,92686
    03320127 02,25,Married,Urban,Secondary,1,Richest,150997
    03320148 02,36,Married,Urban,Higher,2,Richest,139503
    03320148 05,21,Married,Urban,Higher,1,Richest,139503
    03320162 02,21,Married,Urban,No Education,0,Richest,81752
    03320175 01,26,Married,Urban,Secondary,2,Richest,123479
    03320176 02,30,Married,Urban,No Education,5,Poorer,-56197
    03320216 02,35,Married,Urban,No Education,0,Richest,14097
    03320216 04,18,Married,Urban,No Education,0,Richest,14097
    03320222 01,45,Married,Urban,No Education,1,Richest,14924
    03320227 02,20,Married,Urban,No Education,1,Richest,1534
    03320262 04,15,Single,Urban,Primary,0,Poorest,-79238
    03320266 02,32,Married,Urban,No Education,7,Richest,57736
    03320266 03,19,Single,Urban,No Education,0,Richest,57736
    03320273 02,20,Married,Urban,Primary,2,Richest,152665
    03320298 02,21,Married,Urban,Secondary,0,Richest,60825
    03320351 02,37,Married,Urban,No Education,4,Richest,66837
    03320351 03,15,Single,Urban,Primary,0,Richest,66837
    03320395 01,15,Single,Urban,Primary,0,Richest,63978
    03320412 02,20,Married,Urban,Primary,1,Richest,43902
    03330030 02,16,Married,Rural,No Education,0,Poorest,-72914
    03330056 02,42,Married,Rural,No Education,7,Poorest,-79203
    03330056 03,17,Single,Rural,No Education,0,Poorest,-79203
    03330056 04,15,Single,Rural,No Education,0,Poorest,-79203
    03330108 02,46,Married,Rural,No Education,2,Poorer,-61502
    03330108 03,15,Single,Rural,No Education,0,Poorer,-61502
    03330121 02,16,Married,Rural,No Education,1,Poorer,-59867
    03330124 04,25,Married,Rural,No Education,3,Poorest,-81509
    03330172 01,36,Other,Rural,No Education,5,Poorest,-74648
    03330179 02,22,Married,Rural,No Education,1,Poorest,-71159
    03330210 02,31,Married,Rural,No Education,4,Poorest,-76686
    03330256 02,44,Married,Rural,Primary,6,Poorest,-78615
    03330259 02,20,Married,Rural,No Education,2,Poorest,-68528
    03330317 02,23,Married,Rural,No Education,2,Poorer,-54371
    03330352 02,25,Married,Rural,No Education,2,Poorest,-70080
    03330380 02,46,Married,Rural,No Education,7,Poorer,-60703
    03330386 02,42,Married,Rural,No Education,12,Poorest,-101314
    03330402 02,48,Married,Rural,No Education,6,Poorest,-65819
    03330461 02,37,Married,Rural,No Education,4,Poorest,-67124
    03330467 02,29,Married,Rural,No Education,5,Poorest,-73179
    03340001 01,39,Married,Rural,No Education,8,Poorest,-102786
    03340001 04,18,Other,Rural,Primary,1,Poorest,-102786
    03340010 01,40,Married,Rural,No Education,7,Poorest,-105836
    03340010 03,16,Single,Rural,Primary,0,Poorest,-105836
    03340047 01,18,Married,Rural,No Education,1,Poorest,-109534
    03340050 01,27,Married,Rural,No Education,4,Poorest,-103794
    03340061 02,35,Married,Rural,No Education,6,Poorest,-88090
    03340078 02,30,Married,Rural,No Education,5,Poorest,-91608
    03340089 02,40,Married,Rural,No Education,7,Poorest,-132043
    03340132 03,16,Other,Rural,No Education,0,Poorest,-96849
    03340163 02,40,Married,Rural,No Education,6,Poorer,-49321
    03340172 02,26,Married,Rural,No Education,5,Poorer,-57333
    03340212 02,29,Married,Rural,No Education,5,Poorest,-146329
    03340236 02,20,Married,Rural,No Education,0,Poorest,-112089
    03340276 01,20,Married,Rural,No Education,1,Poorest,-117113
    03340283 01,22,Married,Rural,No Education,2,Poorest,-112634
    03340286 02,37,Married,Rural,No Education,6,Poorest,-64080
    03340315 01,16,Married,Rural,No Education,0,Poorest,-80266
    03340327 02,41,Married,Rural,No Education,7,Poorest,-69694
    03340327 03,16,Other,Rural,No Education,0,Poorest,-69694
    03340327 04,15,Married,Rural,Primary,0,Poorest,-69694
    03340337 02,41,Married,Rural,No Education,8,Poorest,-134454
    03340340 03,16,Married,Rural,No Education,0,Poorest,-120740
    03340389 02,20,Married,Rural,No Education,1,Poorest,-115201
    03340402 01,16,Married,Rural,Primary,0,Poorest,-73084
    03340402 02,36,Married,Rural,No Education,6,Poorest,-73084
    03340428 02,24,Married,Rural,No Education,3,Poorest,-95073
    03350030 02,33,Married,Rural,No Education,3,Middle,-35920
    03350063 01,28,Married,Rural,No Education,3,Poorer,-48246
    03350082 02,36,Married,Rural,No Education,3,Poorest,-65119
    03350091 02,23,Married,Rural,No Education,2,Poorest,-61779
    03350094 02,19,Married,Rural,Primary,0,Poorer,-58152
    03350180 02,28,Married,Rural,Primary,5,Poorer,-47828
    03350210 01,28,Married,Rural,Higher,0,Richer,-26943
    03350239 02,27,Married,Rural,No Education,2,Poorest,-63924
    03350245 02,24,Married,Rural,No Education,1,Poorest,-62124
    03350247 02,30,Married,Rural,Primary,5,Richer,-26378
    03350337 02,35,Married,Rural,No Education,7,Poorest,-67718
    03350341 01,29,Married,Rural,No Education,6,Poorest,-69818
    03350348 02,25,Married,Rural,No Education,3,Poorest,-73240
    03350403 02,22,Married,Rural,Higher,0,Richer,-23631
    03350407 01,27,Married,Rural,No Education,4,Poorer,-61290
    03350447 02,35,Married,Rural,No Education,5,Poorest,-79737
    03350460 02,37,Married,Rural,No Education,5,Poorer,-53536
    03360014 02,40,Married,Rural,No Education,8,Poorest,-100925
    03360014 03,16,Single,Rural,Primary,0,Poorest,-100925
    03360091 01,32,Married,Rural,No Education,5,Middle,-39061
    03360091 02,15,Single,Rural,Primary,0,Middle,-39061
    03360091 07,22,Married,Rural,No Education,0,Middle,-39061
    03360123 03,49,Married,Rural,No Education,0,Poorest,-109634
    03360123 05,24,Married,Rural,Primary,4,Poorest,-109634
    03360135 01,43,Single,Rural,No Education,2,Poorest,-139698
    03360154 02,40,Married,Rural,No Education,1,Poorest,-119290
    03360171 01,33,Married,Rural,No Education,4,Poorest,-121426
    03360193 02,38,Married,Rural,No Education,6,Poorest,-123169
    03360193 03,18,Single,Rural,Primary,0,Poorest,-123169
    03360221 02,45,Married,Rural,No Education,4,Poorest,-120531
    03360221 03,22,Married,Rural,No Education,1,Poorest,-120531
    03360261 02,20,Married,Rural,No Education,2,Poorest,-98050
    03360278 02,40,Married,Rural,No Education,5,Poorest,-74798
    03360286 02,31,Other,Rural,No Education,3,Poorest,-126408
    03360297 02,21,Married,Rural,No Education,0,Poorest,-100722
    03360343 03,20,Married,Rural,No Education,0,Poorest,-140480
    03360395 02,21,Married,Rural,No Education,1,Poorest,-105281
    03360402 01,44,Married,Rural,No Education,5,Poorest,-125463
    03360402 04,21,Married,Rural,No Education,1,Poorest,-125463
    03360402 06,15,Single,Rural,No Education,0,Poorest,-125463
    03360403 02,44,Married,Rural,No Education,8,Poorest,-88199
    03360403 04,21,Married,Rural,Secondary,1,Poorest,-88199
    03360403 05,15,Single,Rural,Primary,0,Poorest,-88199
    03360420 02,18,Married,Rural,No Education,1,Poorest,-104019
    03360458 02,35,Married,Rural,No Education,4,Poorest,-77627
    03360475 01,26,Married,Rural,No Education,4,Poorest,-107929
    03370003 01,35,Married,Rural,No Education,2,Poorer,-61357
    03370006 01,28,Married,Rural,No Education,0,Poorest,-70411
    03370006 02,18,Single,Rural,No Education,0,Poorest,-70411
    03370016 02,28,Married,Rural,Primary,4,Middle,-46219
    03370032 01,37,Other,Rural,No Education,6,Poorer,-59912
    03370038 01,34,Married,Rural,No Education,2,Poorer,-51488
    03370039 01,38,Married,Rural,No Education,4,Poorer,-48649
    03370041 02,25,Married,Rural,Primary,2,Poorer,-54920
    03370047 02,22,Married,Rural,No Education,2,Richer,-16685
    03370059 02,38,Married,Rural,No Education,5,Richer,-24502
    03370064 02,31,Married,Rural,No Education,3,Middle,-43273
    03370066 02,38,Married,Rural,No Education,0,Poorest,-63226
    03370074 04,16,Single,Rural,Primary,0,Poorer,-58175
    03370136 01,45,Married,Rural,No Education,7,Middle,-33132
    03370136 05,15,Single,Rural,Primary,0,Middle,-33132
    03370148 02,32,Married,Rural,No Education,4,Poorer,-50411
    03370182 02,38,Married,Rural,No Education,6,Poorest,-94402
    03370182 03,17,Single,Rural,No Education,0,Poorest,-94402
    03370205 01,35,Married,Rural,No Education,2,Poorest,-73819
    03370216 01,20,Married,Rural,No Education,0,Middle,-47155
    03370339 02,32,Married,Rural,No Education,4,Poorer,-48872
    03370363 02,30,Married,Rural,No Education,3,Poorer,-47548
    03370365 02,30,Married,Rural,No Education,3,Middle,-34684
    03370406 02,32,Married,Rural,No Education,3,Middle,-37869
    03370407 02,26,Married,Rural,No Education,2,Middle,-43332
    03370462 02,20,Married,Rural,Primary,0,Poorer,-55218
    03380004 01,30,Married,Rural,No Education,3,Poorest,-62404
    03380018 02,21,Married,Rural,No Education,1,Poorer,-51879
    03380029 02,25,Married,Rural,Primary,2,Richer,-26251
    03380030 02,31,Married,Rural,No Education,5,Richer,-26117
    03380036 02,20,Married,Rural,Primary,0,Poorer,-58003
    03380038 02,32,Married,Rural,No Education,5,Poorer,-48253
    03380050 02,40,Married,Rural,No Education,8,Middle,-36008
    03380063 02,35,Married,Rural,No Education,6,Poorest,-61890
    03380073 01,28,Married,Rural,Primary,2,Poorest,-65067
    03380142 02,48,Married,Rural,No Education,8,Middle,-42821
    03380180 02,20,Married,Rural,Primary,1,Middle,-43833
    03380182 02,35,Married,Rural,Primary,9,Poorest,-67401
    03380197 02,45,Married,Rural,No Education,4,Poorer,-60977
    03380220 02,41,Married,Rural,No Education,5,Poorer,-49911
    03380220 04,17,Single,Rural,Primary,0,Poorer,-49911
    03380301 02,30,Married,Rural,No Education,4,Poorer,-56304
    03380306 02,27,Married,Rural,No Education,4,Middle,-33919
    03380325 02,24,Married,Rural,No Education,2,Middle,-36213
    03380403 02,25,Married,Rural,No Education,4,Poorest,-63519
    03380411 02,46,Married,Rural,No Education,7,Poorer,-53406
    03380416 01,25,Married,Rural,No Education,0,Poorest,-65716
    03380479 02,30,Married,Rural,No Education,4,Poorest,-61941
    03390065 02,33,Single,Urban,Higher,0,Richest,156753
    03390065 03,30,Single,Urban,Secondary,0,Richest,156753
    03390093 02,28,Other,Urban,No Education,2,Richest,116732
    03390126 03,17,Single,Urban,Primary,0,Richest,205462
    03390139 02,35,Married,Urban,No Education,0,Richest,140771
    03390139 04,22,Single,Urban,No Education,0,Richest,140771
    03390155 02,27,Married,Urban,Primary,1,Richest,135925
    03390157 02,20,Married,Urban,Primary,1,Richest,232456
    03390162 01,19,Single,Urban,Primary,0,Richest,125760
    03390165 02,43,Married,Urban,Secondary,4,Richest,240804
    03390165 03,23,Single,Urban,Higher,0,Richest,240804
    03390165 07,16,Single,Urban,Primary,0,Richest,240804
    03390175 02,45,Other,Urban,Primary,4,Richest,213561
    03390219 02,29,Married,Urban,Higher,1,Richest,175693
    03390219 05,17,Single,Urban,Primary,0,Richest,175693
    03390221 01,40,Other,Urban,Primary,2,Richest,139486
    03390221 03,20,Single,Urban,Higher,0,Richest,139486
    03390238 02,34,Single,Urban,Primary,0,Richest,162253
    03390238 03,32,Single,Urban,Primary,0,Richest,162253
    03390244 01,20,Single,Urban,Primary,0,Richest,105553
    03390244 02,19,Single,Urban,Primary,0,Richest,105553
    03390251 01,45,Other,Urban,Primary,2,Richest,200478
    03390272 01,38,Other,Urban,Secondary,0,Richest,81954
    03390306 01,30,Married,Urban,Secondary,3,Richest,181723
    03390306 07,28,Single,Urban,Higher,0,Richest,181723
    03390313 03,15,Single,Urban,Primary,0,Richest,68965
    03390314 02,47,Other,Urban,No Education,1,Richest,102509
    03390321 02,28,Married,Urban,Primary,2,Richest,140624
    03390339 01,42,Married,Urban,Primary,5,Richest,122766
    03390339 06,19,Single,Urban,Primary,0,Richest,122766
    03390376 02,35,Married,Urban,Primary,5,Richest,189846
    03390376 05,16,Single,Urban,Primary,0,Richest,189846
    03390429 01,31,Married,Urban,Higher,1,Richest,236954
    03390459 02,38,Married,Urban,Primary,2,Richest,156753
    03390459 04,17,Single,Urban,Secondary,0,Richest,156753
    03390468 02,26,Married,Urban,Primary,1,Richest,149454
    03390478 02,28,Married,Urban,Higher,1,Richest,237428
    03390478 03,19,Single,Urban,Secondary,0,Richest,237428
    03390478 06,17,Single,Urban,Primary,0,Richest,237428
    03400059 01,44,Other,Rural,No Education,5,Richer,-14520
    03400059 04,20,Married,Rural,Primary,1,Richer,-14520
    03400071 02,42,Married,Rural,No Education,6,Richest,-5964
    03400071 06,22,Other,Rural,Secondary,1,Richest,-5964
    03400081 02,34,Married,Rural,No Education,3,Richest,26987
    03400100 02,44,Married,Rural,No Education,6,Poorer,-49104
    03400111 01,28,Other,Rural,No Education,4,Poorer,-52825
    03400143 02,25,Married,Rural,Primary,2,Poorer,-61109
    03400155 01,22,Other,Rural,Primary,0,Richer,-32773
    03400182 01,48,Other,Rural,No Education,4,Poorer,-49430
    03400187 02,39,Married,Rural,No Education,7,Richer,-20033
    03400195 02,22,Married,Rural,Primary,1,Middle,-33319
    03400220 01,30,Married,Rural,Primary,1,Richest,28500
    03400226 01,19,Married,Rural,No Education,1,Poorer,-53775
    03400259 02,27,Married,Rural,Secondary,2,Richer,-14969
    03400270 02,29,Married,Rural,No Education,3,Richest,37110
    03400280 02,31,Married,Rural,Secondary,3,Richest,36215
    03400307 02,22,Married,Rural,Secondary,1,Middle,-40429
    03400308 02,24,Married,Rural,Primary,1,Richer,-15135
    03400339 01,27,Other,Rural,Secondary,2,Richer,-15114
    03400349 01,25,Other,Rural,No Education,0,Middle,-37605
    03400397 02,44,Married,Rural,No Education,7,Richest,-4273
    03400397 04,18,Single,Rural,Secondary,0,Richest,-4273
    03400397 05,15,Single,Rural,Primary,0,Richest,-4273
    03400411 02,32,Married,Rural,No Education,6,Poorer,-52297
    03400424 01,37,Other,Rural,No Education,5,Poorer,-49855
    03400424 06,20,Married,Rural,Primary,0,Poorer,-49855
    03400441 02,43,Married,Rural,No Education,4,Richest,-232
    03400452 01,18,Married,Rural,No Education,0,Middle,-39300
    03410008 02,41,Married,Rural,No Education,7,Poorer,-52738
    03410008 03,17,Single,Rural,Secondary,0,Poorer,-52738
    03410016 01,47,Other,Rural,No Education,6,Poorest,-69335
    03410072 02,39,Married,Rural,No Education,5,Poorest,-65846
    03410072 03,15,Single,Rural,Secondary,0,Poorest,-65846
    03410110 02,39,Married,Rural,No Education,6,Middle,-40964
    03410110 03,16,Single,Rural,Secondary,0,Middle,-40964
    03410121 01,36,Married,Rural,No Education,2,Middle,-39532
    03410144 02,42,Married,Rural,No Education,5,Poorer,-56736
    03410162 02,40,Married,Rural,No Education,5,Richer,-14407
    03410230 03,19,Other,Rural,Secondary,0,Middle,-46023
    03410230 04,16,Single,Rural,Secondary,0,Middle,-46023
    03410276 01,38,Single,Rural,No Education,1,Poorest,-80348
    03410276 02,15,Single,Rural,Primary,0,Poorest,-80348
    03410296 01,35,Other,Rural,No Education,3,Poorest,-62594
    03410313 03,27,Married,Rural,Primary,2,Poorer,-49963
    03410319 03,18,Single,Rural,Secondary,0,Middle,-33739
    03410331 02,31,Married,Rural,No Education,3,Middle,-43145
    03410358 02,39,Married,Rural,No Education,5,Poorer,-58912
    03410358 03,30,Married,Rural,No Education,1,Poorer,-58912
    03410365 04,24,Married,Rural,Secondary,1,Poorest,-70177
    03410372 01,49,Other,Rural,No Education,3,Poorest,-67064
    03410372 02,17,Single,Rural,Secondary,0,Poorest,-67064
    03410387 02,17,Single,Rural,Secondary,0,Richer,-22162
    03410395 03,16,Single,Rural,Secondary,0,Middle,-41351
    03410403 03,20,Single,Rural,Secondary,0,Richer,-28712
    03410403 04,17,Single,Rural,Secondary,0,Richer,-28712
    03410455 02,42,Married,Rural,No Education,6,Poorer,-54062
    03410455 03,23,Married,Rural,Secondary,0,Poorer,-54062
    03410455 04,19,Married,Rural,Secondary,0,Poorer,-54062
    03410465 03,16,Single,Rural,Secondary,0,Poorer,-49400
    03420013 02,35,Married,Rural,No Education,2,Middle,-41995
    03420062 02,40,Married,Rural,No Education,9,Poorer,-51415
    03420062 03,16,Single,Rural,No Education,0,Poorer,-51415
    03420068 02,25,Married,Rural,No Education,3,Poorest,-66273
    03420071 02,40,Married,Rural,No Education,4,Poorer,-47346
    03420071 04,17,Single,Rural,No Education,0,Poorer,-47346
    03420071 08,18,Married,Rural,No Education,1,Poorer,-47346
    03420114 03,16,Single,Rural,No Education,0,Poorer,-54665
    03420162 04,27,Married,Rural,No Education,3,Poorest,-65371
    03420162 05,22,Single,Rural,No Education,0,Poorest,-65371
    03420162 06,19,Single,Rural,No Education,0,Poorest,-65371
    03420162 07,16,Single,Rural,No Education,0,Poorest,-65371
    03420165 04,18,Single,Rural,No Education,0,Poorer,-54737
    03420165 05,16,Single,Rural,No Education,0,Poorer,-54737
    03420165 07,20,Married,Rural,No Education,0,Poorer,-54737
    03420187 02,18,Single,Rural,No Education,0,Poorest,-88701
    03420188 03,26,Single,Rural,No Education,0,Poorest,-75324
    03420188 04,20,Single,Rural,No Education,0,Poorest,-75324
    03420188 05,18,Single,Rural,Primary,0,Poorest,-75324
    03420245 01,30,Married,Rural,No Education,2,Poorest,-78751
    03420253 02,47,Married,Rural,No Education,0,Poorer,-47522
    03420256 02,30,Single,Rural,No Education,0,Poorest,-70188
    03420258 01,37,Other,Rural,No Education,4,Poorest,-72637
    03420280 02,22,Single,Rural,No Education,0,Poorer,-52980
    03420280 03,20,Single,Rural,No Education,0,Poorer,-52980
    03420303 02,25,Single,Rural,No Education,0,Poorest,-74865
    03420311 02,45,Married,Rural,No Education,2,Poorest,-75434
    03420350 02,34,Married,Rural,No Education,5,Poorest,-71217
    03420383 02,37,Married,Rural,No Education,7,Poorer,-58626
    03420383 03,17,Single,Rural,No Education,0,Poorer,-58626
    03420405 04,16,Single,Rural,Primary,0,Poorer,-57681
    03420406 03,22,Single,Rural,No Education,0,Poorer,-50278
    03420468 01,24,Single,Rural,No Education,0,Poorest,-74608
    03430001 02,27,Married,Rural,Higher,4,Richest,-8575
    03430010 02,36,Married,Rural,Secondary,6,Poorest,-63370
    03430012 01,26,Married,Rural,Primary,4,Poorest,-79917
    03430029 01,31,Married,Rural,Secondary,3,Poorer,-59843
    03430029 04,31,Other,Rural,No Education,5,Poorer,-59843
    03430029 05,40,Single,Rural,No Education,0,Poorer,-59843
    03430041 02,32,Married,Rural,Secondary,5,Poorest,-79325
    03430070 01,33,Other,Rural,Primary,1,Poorest,-80183
    03430195 01,44,Other,Rural,Primary,2,Poorest,-77365
    03430209 02,38,Other,Rural,Higher,4,Poorest,-66033
    03430209 03,17,Single,Rural,Primary,0,Poorest,-66033
    03430287 01,38,Married,Rural,Secondary,4,Poorer,-57335
    03430369 02,37,Married,Rural,Primary,7,Poorest,-69414
    03430411 01,35,Married,Rural,No Education,6,Poorest,-85245
    03430445 02,15,Single,Rural,Primary,0,Poorer,-55354
    03430447 02,28,Married,Rural,Primary,4,Poorer,-57428
    03430483 01,35,Other,Rural,No Education,5,Poorest,-96209
    03440021 01,15,Single,Rural,Primary,0,Poorest,-84067
    03440031 02,22,Married,Rural,No Education,2,Poorest,-89390
    03440035 03,16,Single,Rural,Primary,0,Poorest,-106552
    03440043 01,32,Married,Rural,No Education,5,Poorest,-113364
    03440084 02,28,Married,Rural,No Education,4,Poorest,-132748
    03440115 01,47,Other,Rural,No Education,5,Poorest,-93251
    03440115 03,15,Married,Rural,Primary,0,Poorest,-93251
    03440136 01,29,Other,Rural,No Education,5,Poorest,-102220
    03440144 02,22,Married,Rural,No Education,3,Poorest,-121692
    03440159 01,17,Married,Rural,No Education,2,Poorest,-105149
    03440165 01,24,Married,Rural,No Education,0,Poorest,-92830
    03440182 02,35,Married,Rural,No Education,6,Poorest,-127515
    03440182 03,19,Married,Rural,No Education,2,Poorest,-127515
    03440259 02,38,Married,Rural,No Education,7,Poorest,-91671
    03440329 01,28,Married,Rural,No Education,4,Poorest,-87301
    03440351 01,15,Married,Rural,Primary,0,Poorest,-113889
    03440370 02,24,Married,Rural,No Education,5,Poorest,-82338
    03440385 01,15,Married,Rural,No Education,0,Poorest,-90950
    03440439 02,18,Married,Rural,Primary,0,Poorest,-118727
    03440482 01,45,Married,Rural,No Education,4,Poorest,-94931
